Original Part,description,Alternative Part,description.1
CHX-00083,SubD       9p mle 90º                HAR,CHX-00106,SubD       9p mle 90º   HAR   t.b.v. BHT
CHX-00083,SubD       9p mle 90º                HAR,CHX-00106,SubD       9p mle 90º   HAR   t.b.v. BHT
CHX-00083,SubD       9p mle 90º                HAR,CHX-00106,SubD       9p mle 90º   HAR   t.b.v. BHT
TRX-00006,SMDMosfet RTR030N05   SOT23   ROH,TVH-00081,SMDfet SI2356DS      SOT23 VIS
FSI-00118,SMDcoil   1mH  5%           1812     EPC,FTV-00086,#SMDcoil   1mH  10%          1812    TDK
IEY-00019,#SMDic SP26LV431CN-L  SO-16  EXA,ITI-01161,SMDIC AM26LV31CD  SO-16  TI
IN4-00161,#SMDIC IP4252CZ12-6   HXSON-12   NXP,IOZ-00187,#SMDfilter NUF6001MUT2G      UFDN12  ONS
CHX-00083,SubD       9p mle 90º                HAR,CHX-00106,SubD       9p mle 90º   HAR   t.b.v. BHT
WVH-00954,SMD  4R75  1%  0.4W 50PPM MINIMELF VIS,WVH-00657,SMD   4R75  1% 0.25W SMM0204 50ppm VIS
WVH-00954,SMD  4R75  1%  0.4W 50PPM MINIMELF VIS,WYA-00476,SMD  4R75  1%  0.25W 50PPM MINIMELF VIS
KAX-00338,#SMD   3u3F      10%   16V  X5R 0603 AVX,KTV-00095,SMD   3u3F      10%   16V  X5R 0603 TDK
WYA-00377,SMD   4K99  0.5% 0.063W 0402  50ppm YAG,WPA-00160,SMD   4K99  0.1% 0.063W 0402  25ppm PAN
TOZ-00040,#Trans  BC547B       (tape)  ONS,TOZ-00063,Trans  BC547B       (tape)  ONS
TOZ-00044,#Trans BC547BG straight lead TO-92   ONS,TOZ-00064,Trans BC547BBU straight lead TO-92   ONS
TMT-00045,#Trans  MPS2222A             TO-92   ONS,TOZ-00065,Trans  KSP2222ABU            TO-92   ONS
TZZ-00052,#Trans  BC557B pnp     TO92     ONS,TM8-00008,Trans  BC557B pnp     TO92       MUL
TOZ-00008,#Thyr   MCR100-006   (bulk) ONS,TLF-00002,Thyr   S4X8ES1      (bulk)     LIT
KAX-00458,SMD 100pF        5%  100V  X7R 0603 AVX,KAX-00348,SMD 100pF        1%  100V  C0G 0603 AVX
KVH-00190,SMD  10pF        1%  100V  C0G 0603 VIS,KAX-00472,SMD  10pF        1%  100V  C0G 0603 AVX
CMO-00179,#Connector  6P Modular Jack    MOL,CWO-00115,Conn RJ25  6p 90º   615006138421     WUR
CMO-00179,#Connector  6P Modular Jack    MOL,CWO-00115,Conn RJ25  6p 90º   615006138421     WUR
KYA-00021,Elco 4700uF   63V R=4e 20% YAG,KNG-00047,Elco 4700uF   63V R=4e 20% NIC
WVH-00998,SMD   4K75    1%   0.1W 0603 100ppm VIS,WVH-00671,SMD   4K75    1% 0.125W 0603  50ppm VIS
KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS,KVH-00278,SMD 100nF       10%   50V  X7R 0603 VIS
CMM-00005,Consocket 4P female SIL Low profile  MIL,CMM-00002,ICsocket 4P female SIL Low profile  PRE
LKI-00134,SMDLed Red APA2106SURCK 0805 KIN,LKI-00094,SMDled    Red 90º 630nm 250mcd 0805  KIN
WYA-00247,SMD  22R6     1%   0.1W 0603  50ppm YAG,WAP-00095,SMD  22R6   0.1% 0.063W 0603  25ppm  TE
CEJ-00022,SMDsubD   25P 2r mle 90º R=2.76mm   ERN,CEJ-00075,#SMDsubD   25P 2r mle 90º R=2.76mm   ERN
CEJ-00022,SMDsubD   25P 2r mle 90º R=2.76mm   ERN,CEJ-00076,SMDsubD   25P 2r mle 90º R=2.76mm    ERN
CBD-00002,Conn.      3p fem 09 3418 82 03      BIN,CAH-00099,Conn.      3p fem M8S-03PFFR-SF8001  AMP
TZZ-00052,#Trans  BC557B pnp     TO92     ONS,TM8-00008,Trans  BC557B pnp     TO92       MUL
CAS-00029,Pinheader 20P    mle str   MPE Garry,CS23-00265,Pinheader  1P mle str TSW-101-17-F-S SAM
XEP-00071,SMDXTL 48MHz SG-8002CE OE 3V3 100PPM EPS,XK5-00009,SMDOSC  48MHz  50PPM 15pF    KYO
IM13-00019,#SMDic MT48LC16M16A2P-7E:G TSOP-54 MIC,II6-00014,SMDic IS42S16160J-7TLI      TSOP-54 ISSI
DOZ-00065,SMDMOSFET 2N7002WT1G SOT-323 ONS,TNP-00007,SMDMOSFET 2N7002BKW SOT-323 NEX
ISG-00441,SMDic LM358AST             MSOP-8   STM,ISG-00767,SMDic LM358AWST             MSOP-8   STM
WAP-00086,SMD 160K    0.1% 0.063W 0603  25ppm  TE,WYA-00488,SMD 160K    0.1%   0.1W 0603  25ppm YAG
WAP-00087,SMD  80R6   0.1% 0.063W 0603  25ppm  TE,WPA-00214,SMD  80R6   0.1%   0.1W 0603  25ppm PAN
WM8-00118,#SMD 124K      1% 0.063W 0402 100ppm MUL,WYA-00489,SMD 124K      1% 0.063W 0402 100ppm YAG
IR11-00017,#SMDic R1LP0408DSB-7SI#B0    TSOP-32 REN,IR11-00020,SMDic R1LP0408DSB-5SI#B1    TSOP-32  REN
DVH-00097,#SMDdio BZG03C12            DO214AC  VIS,DVH-00254,SMDdiode BZG03C12-M3-08    DO-214AC  VIS
KVH-00467,SMD   1p5F  ±0.25pF  100V  C0G 0603 VIS,KM8-00028,SMD   1p5F  ±0.25pF  200V  C0G 0603 MUL
KMU-00157,#SMD  10uF       10%   16V  X7R 1206 MUR,KTV-00097,SMD  10uF       10%   16V  X7R 1206 TDK
KMU-00157,#SMD  10uF       10%   16V  X7R 1206 MUR,KTV-00097,SMD  10uF       10%   16V  X7R 1206 TDK
KMU-00157,#SMD  10uF       10%   16V  X7R 1206 MUR,KTV-00097,SMD  10uF       10%   16V  X7R 1206 TDK
KMU-00157,#SMD  10uF       10%   16V  X7R 1206 MUR,KTV-00097,SMD  10uF       10%   16V  X7R 1206 TDK
XZZ-00033,SMDxtal 8MHz 10ppm 18pF 20ppm 6x3.5mm QT,XQA-00001,#SMDxtal  8MHz 30ppm 18pF    6x3.5mm QAN
TN4-00031,SMDtran PUMD13              SOT-363  NEX,TNP-00008,verwijderen
TN4-00031,SMDtran PUMD13              SOT-363  NEX,TNP-00009,SMDtran PUMD16              SOT-363  NEX
TNP-00008,verwijderen,TNP-00009,SMDtran PUMD16              SOT-363  NEX
KT11-00010,#SMD  10uF  +80/-20%   35V  Y5V 1206 TAI,KT11-00029,SMD  10uF       10%   35V  X5R 1206 TAI
KT11-00010,#SMD  10uF  +80/-20%   35V  Y5V 1206 TAI,KT11-00029,SMD  10uF       10%   35V  X5R 1206 TAI
XJU-00073,#SMDxtal osc.28.636360MHz JPO22  JAU,XJU-00087,#SMDxtal osc.28.636360MHz  1V8 JSO22 JAU
KM19-00008,Tant   4u7F 10%  50V R=ax            CDE,KKT-00324,Tant     4u7F 10%  50V      R=AX     KEM
RSH-00004,#Relay 8A S202SE2F Solid state,RSH-00005,#Relay 8A S202S02F Solid state   SHA
UMY-00005,Heat conducting film 1mm 240x295mm    3M,UZZ-01550,Heat conducting film 1mm 240x295mm   JOL
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
WPA-00061,SMD   0R05    1%   0.2W 0603 200ppm PAN,WPA-00217,SMD   0R05    1%  0.33W 0603 150ppm PAN
CAP-00453,#Conn Subd 25p Fem haaks   AMP,CHW-00108,Conn Subd 25p Fem haaks 09663526613  HAR
KMU-00341,SMD  47uF       20%    6V3 X7R 1210 MUR,KKT-00314,SMD  47uF       20%    6V3 X7R 1210 KEM
KMU-00157,#SMD  10uF       10%   16V  X7R 1206 MUR,KTV-00097,SMD  10uF       10%   16V  X7R 1206 TDK
KMU-00157,#SMD  10uF       10%   16V  X7R 1206 MUR,KTV-00097,SMD  10uF       10%   16V  X7R 1206 TDK
WPH-01458,SMD    1M   1%   0.2W  MMU0102 50ppm VIS,WPH-01056,SMD   1M      1% 0.125W 0805 100ppm YAG
WVH-00983,SMD   3K74    1%   0.1W 0603  50ppm YAG,WYA-00491,SMD   3K74  0.1%   0.1W 0603  50ppm YAG
KM8-00043,CER 100NF 10% 50V X7R  r=2e MUL,KAX-00094,Cer     100nF 10%  50V R=2e X7R      AVX
WYA-00384,SMD 301R      1%   0.1W 0603  50ppm YAG,WYA-00492,SMD 301R    0.5%   0.1W 0603  50ppm YAG
WPH-01459,SMD  100K   1%   0.2W  MMU0102 50ppm VIS,WPH-01042,SMD 100K      1% 0.125W 0805 100ppm YAG
WPH-01462,SMD   10K   1%   0.2W  MMU0102 50ppm VIS,WPH-01029,SMD  10K      1% 0.125W 0805 100ppm YAG
ZM8-00010,#FUSE HOLDER 250V 6.3A MCHTC-50M MUL,ZM8-00011,FUSE HOLDER 250V 6.3A 5x20mm MUL
KAX-00377,SMD   4u7F      10%   50V  X7R 1206 AVX,KTV-00098,SMD   4u7F      10%   50V  X7R 1206 TDK
KAX-00377,SMD   4u7F      10%   50V  X7R 1206 AVX,KTV-00098,SMD   4u7F      10%   50V  X7R 1206 TDK
KVH-00478,SMD  33pF        1%  100V  C0G 1206 VIS,KKT-00329,SMD  33pF        1%  200V  C0G 1206 KEM
KM8-00027,SMD   1nF       10% 2000V  X7R 1206 MUL,KAX-00477,SMD   1nF       10% 2000V  X7R 1206 AVX
CAP-00286,Conn         96P 3r fem str          TYC,CIW-00008,Conn 96P FEM 100-096-433 PAN
WRX-00010,SMD  51R      1% 0.063W 0402 100ppm ROH,WVH-01222,SMD  51R      1% 0.063W 0402 100ppm VIS
CAP-00286,Conn         96P 3r fem str          TYC,CPN-00029,Boxheader 96P 3r fem str   PAN
LMG-00003,#BUZZER M3-CPM121A1AWPTS01    MEG,LPS-00005,BUZZER 80dB   ABI-001-RC    PRO
LMG-00003,#BUZZER M3-CPM121A1AWPTS01    MEG,LPS-00005,BUZZER 80dB   ABI-001-RC    PRO
WVH-00652,SMD 300K    0.1% 0.125W 0603  25ppm VIS,WPA-00159,SMD 300K    0.1%   0.1W 0603  25ppm PAN
IS33-00003,SMDic RClamp0504F.TCT SC-70-6 SEM,IS33-00010,SMDic RClamp0504FATCT SC-70-6 SEM
DMC-00005,#SMDdio SK34B              DO-214AA MCC,DMC-00012,SMDdio SK34B-L-TP           DO-214AA MCC
KAX-00305,SMDtan   47uF 10%  35V      CaseE    AVX,KAX-00478,SMDtan   47uF 10%  35V      CaseE    AVX
KAX-00305,SMDtan   47uF 10%  35V      CaseE    AVX,KAX-00478,SMDtan   47uF 10%  35V      CaseE    AVX
KAX-00305,SMDtan   47uF 10%  35V      CaseE    AVX,KAX-00478,SMDtan   47uF 10%  35V      CaseE    AVX
IOZ-00187,#SMDfilter NUF6001MUT2G      UFDN12  ONS,FVH-00035,SMDfilter VEMI65AB-HCI-GS08    VIS
IFD-00138,#SPAN.REG.  LM7805CT    TO-220  FAI,IOZ-00083,Sp.reg. MC7805CTG           TO-220   ONS
CAP-00639,#Conn RJ45  10p 6-6605851-1          TRP,CBF-00006,Conn RJ45  10p 2250056-1   BEL
DZZ-00001,#SMDdio BAT54A        SOT23 FAI,DOZ-00110,SMDdio BAT54ALT1G    SOT23  ONS
DZZ-00001,#SMDdio BAT54A        SOT23 FAI,DOZ-00110,SMDdio BAT54ALT1G    SOT23  ONS
DZZ-00001,#SMDdio BAT54A        SOT23 FAI,DOZ-00110,SMDdio BAT54ALT1G    SOT23  ONS
DZZ-00001,#SMDdio BAT54A        SOT23 FAI,DOZ-00110,SMDdio BAT54ALT1G    SOT23  ONS
KTV-00054,#SMDcap.array 4x1nF 20% 50V X7R 0805 TDK,KAX-00479,SMDcap.array 4x1nF 10% 50V X7R 0508 AVX
KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KVH-00458,SMD   1n8F       5%   50V  X7R 0603 VIS,KVH-00488,SMD   1n8F       5%   50V  X7R 0603 VIS
KVH-00190,SMD  10pF        1%  100V  C0G 0603 VIS,KAX-00472,SMD  10pF        1%  100V  C0G 0603 AVX
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KAX-00369,SMD 100nF 5% 25V X7R 0603 only IRIS2 PHO,KVH-00413,SMD 100nF        5%   25V  X7R 0603 VIS
KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
IM13-00031,#SMDic N25Q256A13ESF40G     SO-16W   MIC,IM13-00051,#SMDic N25Q256A13ESF40G SO-16W (SPARK)
IM13-00031,#SMDic N25Q256A13ESF40G     SO-16W   MIC,IM13-00052,SMDic MT25QL256ABA8ESF-0SIT  (SPARK)
NZZ-00252,SMDDIO TVS SMBJ12CA 12V 600W DO214AA,DVH-00201,SMDdio  SMBJ12CA-E3    SMB      VIS
NZZ-00252,SMDDIO TVS SMBJ12CA 12V 600W DO214AA,DVH-00201,SMDdio  SMBJ12CA-E3    SMB      VIS
NZZ-00252,SMDDIO TVS SMBJ12CA 12V 600W DO214AA,DVH-00201,SMDdio  SMBJ12CA-E3    SMB      VIS
NZZ-00252,SMDDIO TVS SMBJ12CA 12V 600W DO214AA,DVH-00201,SMDdio  SMBJ12CA-E3    SMB      VIS
HBN-00002,#SMDtrafo CCFL 6W CTX210611-R        EAT,HZZ-00253,SMDtrafo CCFL 6W FETRA1685           WAH
HBN-00002,#SMDtrafo CCFL 6W CTX210611-R        EAT,HZZ-00253,SMDtrafo CCFL 6W FETRA1685           WAH
WVH-01053,SMD   0R07    1%  0.25W 0805  75ppm VIS,WVH-01223,SMD   0R07    1% 0.125W 0805  75ppm VIS
WVH-01053,SMD   0R07    1%  0.25W 0805  75ppm VIS,WVH-01223,SMD   0R07    1% 0.125W 0805  75ppm VIS
WVH-01053,SMD   0R07    1%  0.25W 0805  75ppm VIS,WVH-01223,SMD   0R07    1% 0.125W 0805  75ppm VIS
KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG,KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM
KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG,KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM
KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG,KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM
KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG,KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM
KMU-00196,SMD  47uF       20%   10V  X5R 1206 MUR,KTV-00100,SMD  47uF       20%   10V  X5R 1206 TDK
TPH-00001,SMDtran BC846B SOT-23 NEX,TD2-00028,SMDtrans BC846B-7-F        SOT-23   DIO
DFA-00010,Brugcel  D6XBA80  6A                 FAG,DD2-00061,#Brugcel  GBJ1508-F   15A  80V       DIO
KPA-00052,#Elco     220mF 30%  5V5 R=2e        PAN,KE3-00004,Elco Supercap 220mF 5.5V R=2e   ELN
XTX-00048,#SMDxtal 12.288MHZ  25ppm 15pF   TXC,XZZ-00036,SMDOSC 12.288MHZ  25ppm 15pF   SiTime
KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG,KKT-00330,SMD  10nF        5%   16V  X7R 0402 KEM
WVH-01049,SMD  4R99  1% 0.25W 50ppm  MMA0204   VIS,WVH-01226,SMD   4R99    1%  0.25W 1206 100ppm VIS
II6-00015,SMDIC IS43R16800E-6TLI TSOP-66 ISSI,II6-00013,SMD IS43R16800E-6TL TSOP-66 ISSI
KKT-00157,SMD  10uF       10%   16V  X5R 1206 KEM,KTV-00102,SMD  10uF       10%   16V  X7R 1206 TDK
WPH-01460,SMD  470R   1%   0.2W  MMU0102 50ppm VIS,WVH-00004,SMD 470R      1% 0.125W 0805 100ppm VIS
DM8-00010,SMDdio S1A              SMA     MUL,DOZ-00112,SMDdio GF1A              SMA     ONS
SDJ-00004,Dipswitch 8P               DIP,SA22-00030,Dipswitch 8P      NDS-08-V   APEM
WPH-01460,SMD  470R   1%   0.2W  MMU0102 50ppm VIS,WVH-00004,SMD 470R      1% 0.125W 0805 100ppm VIS
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KTV-00069,SMD   2u2F      10%    6V3 X7R 0603 TDK,KTV-00103,SMD   2u2F      10%    6V3 X7R 0603 TDK
WRX-00005,SMDnetw.8*0R 1606 0.063W  ROHM,WP7-00037,SMDnetw 8*0R    0.063W ARV381 1606 YAG
KMU-00248,SMD  10uF       10%   50V  X7R 1210 MUR,KS21-00016,SMD  10uF       10%   50V  X7R 1210 SAM
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
WPH-01347,SMD     0R  1% 0.4W   MELF   VIS,WYA-00504,SMD   0R          0.75W 2010        YAG
WPH-01347,SMD     0R  1% 0.4W   MELF   VIS,WYA-00504,SMD   0R          0.75W 2010        YAG
WPH-01347,SMD     0R  1% 0.4W   MELF   VIS,WYA-00504,SMD   0R          0.75W 2010        YAG
CIT-00015,Screwlock male D20419        ITT,CBF-00007,Screwlock Male D20419-46 Bel
WM8-00028,#SMD  62K      1% 0.063W 0603 100ppm MUL,WYA-00103,SMD  62K      1%   0.1W 0603 100ppm YAG
WM8-00084,#SMD 316K      1% 0.063W 0603 100ppm MUL,WYA-00202,SMD 316K      1%   0.1W 0603 100ppm YAG
KSI-00192,#SMD 100nF       10%   50V  X7R 0805 EPC,KPH-00444,SMD 100nF       10%   50V  X7R 0805 YAG
KRU-00026,Elco  470uF   50V R=3e  YXG   RUB,KNG-00057,Elco  470uF   50V R=3e      NIC
KT11-00028,SMD   1uF       10%   25V  X7R 0603 TAI,KMU-00203,#SMD   1uF       10%   35V  X7R 0603 MUR
KAX-00316,SMD  10uF       10%   25V  X7R 1210 AVX,KS21-00020,SMD  10uF       10%   25V  X7R 1210 SAM
WPA-00195,SMD   2K      1% 0.667W 1206 100ppm PAN,WRX-00030,SMD   2K      1%   0.5W 1206 100ppm ROH
KMU-00343,#SMD  22uF       10%   10V  X5R 1206 MUR,KMU-00268,#SMD  22uF       10%   25V  X5R 1206 MUR
KSI-00192,#SMD 100nF       10%   50V  X7R 0805 EPC,KPH-00444,SMD 100nF       10%   50V  X7R 0805 YAG
CAH-00087,CONN COAX RF JACK MMCX 908-NM22106 AMP,CR2-00010,Conn BNC50 MMCX  R110A426000  RAD
CAH-00087,CONN COAX RF JACK MMCX 908-NM22106 AMP,CR2-00010,Conn BNC50 MMCX  R110A426000  RAD
CAH-00087,CONN COAX RF JACK MMCX 908-NM22106 AMP,CR2-00010,Conn BNC50 MMCX  R110A426000  RAD
CAH-00087,CONN COAX RF JACK MMCX 908-NM22106 AMP,CR2-00010,Conn BNC50 MMCX  R110A426000  RAD
CAH-00087,CONN COAX RF JACK MMCX 908-NM22106 AMP,CR2-00010,Conn BNC50 MMCX  R110A426000  RAD
IFD-00137,SMDIC CMOS 74ACT541MTC TSSOP20 FAI,IOZ-00191,SMDIC CMOS MC74ACT541DT TSSOP20 ONS
IFD-00137,SMDIC CMOS 74ACT541MTC TSSOP20 FAI,IOZ-00191,SMDIC CMOS MC74ACT541DT TSSOP20 ONS
XJU-00066,SMDxtal osc.12MHz     JO53 JAU,XJU-00089,#SMDxtal osc.12.0MHz      3V3 JSO53  JAU
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KMU-00367,SMD  10nF       10%   16V  X7R 0402 MUR
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KMU-00367,SMD  10nF       10%   16V  X7R 0402 MUR
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KMU-00367,SMD  10nF       10%   16V  X7R 0402 MUR
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KMU-00367,SMD  10nF       10%   16V  X7R 0402 MUR
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KMU-00367,SMD  10nF       10%   16V  X7R 0402 MUR
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KMU-00367,SMD  10nF       10%   16V  X7R 0402 MUR
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KMU-00367,SMD  10nF       10%   16V  X7R 0402 MUR
KS21-00002,SMD  10nF       10%   16V  X7R 0402 SAM,KYA-00065,SMD  10nF        5%   16V  X7R 0402 YAG
KMU-00136,#SMD   2u2F      10%   50V  X7R 1206 MUR,KMU-00368,#SMD   2u2F      10%  100V  X7R 1206 MUR
KVH-00449,SMD  10uF       10%   25V  X7R 1206 VIS,KT11-00025,SMD  10uF       10%   25V  X7R 1206 TAI
KVH-00144,SMD   1uF       10%   16V  X7R 0603  VIS,KTV-00106,SMD   1uF       10%   16V  X7R 0603 TDK
SKS-00012,#SMDSWITCH 2P SBS9102TK  KNI,SOM-00028,SMDDIPSWITCH A6S-2104-PH 2P OMR
KVH-00144,SMD   1uF       10%   16V  X7R 0603  VIS,KTV-00106,SMD   1uF       10%   16V  X7R 0603 TDK
KVH-00144,SMD   1uF       10%   16V  X7R 0603  VIS,KTV-00106,SMD   1uF       10%   16V  X7R 0603 TDK
KVH-00144,SMD   1uF       10%   16V  X7R 0603  VIS,KTV-00106,SMD   1uF       10%   16V  X7R 0603 TDK
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KVH-00144,SMD   1uF       10%   16V  X7R 0603  VIS,KTV-00106,SMD   1uF       10%   16V  X7R 0603 TDK
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KYA-00075,SMD  10uF       10%   10V  X7R 0805 YAG
